10.023430280,3819.0
10.049690845,3775.0
10.075951410,3890.0
10.102211975,3829.0
10.128472540,3764.0
10.154733105,3811.0
10.180993670,3894.0
10.207254235,3752.0
10.233514800,3827.0
10.259775365,3784.0
10.286035930,3791.0
10.312296495,3734.0
10.338557060,3708.0
10.364817625,3703.0
10.391078190,3680.0
10.417338755,3752.0
10.443599320,3709.0
10.469859885,3764.0
10.496120450,3666.0
10.522381015,3637.0
10.548641580,3648.0
10.574902145,3762.0
10.601162710,3688.0
10.627423275,3581.0
10.653683840,3610.0
10.679944405,3551.0
10.706204970,3683.0
10.732465535,3643.0
10.758726100,3622.0
10.784986665,3558.0
10.811247230,3535.0
10.837507795,3674.0
10.863768360,3630.0
10.890028925,3591.0
10.916289490,3486.0
10.942550055,3441.0
10.968810620,3484.0
10.995071185,3487.0
11.021331750,3531.0
11.047592315,3494.0
11.073852880,3552.0
11.100113445,3455.0
11.126374010,3414.0
11.152634575,3399.0
11.178895140,3399.0
11.205155705,3502.0
11.231416270,3379.0
11.257676835,3449.0
11.283937400,3457.0
11.310197965,3455.0
11.336458530,3319.0
11.362719095,3266.0
11.388979660,3347.0
11.415240225,3443.0
11.441500790,3514.0
11.467761355,3166.0
11.494021920,3300.0
11.520282485,3224.0
11.546543050,3264.0
11.572803615,3294.0
11.599064180,3252.0
11.625324746,3247.0
11.651585311,3247.0
11.677845876,3235.0
11.704106441,3231.0
11.730367006,3224.0
11.756627571,3289.0
11.782888136,3183.0
11.809148701,3160.0
11.835409266,3230.0
11.861669831,3262.0
11.887930396,3156.0
11.914190961,3199.0
11.940451526,3137.0
11.966712091,3135.0
11.992972656,3094.0
12.019233221,3138.0
12.045493786,3099.0
12.071754351,3183.0
12.098014916,2964.0
12.124275481,3193.0
12.150536046,3076.0
12.176796611,3001.0
12.203057176,3077.0
12.229317741,3015.0
12.255578306,3013.0
12.281838871,3111.0
12.308099436,3084.0
12.334360001,2974.0
12.360620566,3081.0
12.386881131,3075.0
12.413141696,2940.0
12.439402261,2924.0
12.465662826,2891.0
12.491923391,2815.0
12.518183956,2961.0
12.544444521,2973.0
12.570705086,3048.0
12.596965651,2957.0
12.623226216,2928.0
12.649486781,2892.0
12.675747346,2939.0
12.702007911,2933.0
12.728268476,2923.0
12.754529041,2873.0
12.780789606,2843.0
12.807050171,2781.0
12.833310736,2875.0
12.859571301,2878.0
12.885831866,2833.0
12.912092431,2883.0
12.938352996,2803.0
12.964613561,2896.0
12.990874126,2739.0
