"Lambda,Intensity"
"2.442e+02,2.284e-50"
"2.442e+02,2.166e-49"
"2.442e+02,1.972e-48"
"2.443e+02,1.725e-47"
"2.443e+02,1.448e-46"
"2.443e+02,1.168e-45"
"2.443e+02,9.042e-45"
"2.443e+02,6.723e-44"
"2.444e+02,4.800e-43"
"2.444e+02,3.291e-42"
"2.444e+02,2.167e-41"
"2.444e+02,1.370e-40"
"2.444e+02,8.322e-40"
"2.445e+02,4.853e-39"
"2.445e+02,2.718e-38"
"2.445e+02,1.462e-37"
"2.445e+02,7.555e-37"
"2.445e+02,3.749e-36"
"2.446e+02,1.787e-35"
"2.446e+02,8.181e-35"
"2.446e+02,3.598e-34"
"2.446e+02,1.520e-33"
"2.446e+02,6.168e-33"
"2.447e+02,2.405e-32"
"2.447e+02,9.006e-32"
"2.447e+02,3.241e-31"
"2.447e+02,1.120e-30"
"2.447e+02,3.722e-30"
"2.448e+02,1.188e-29"
"2.448e+02,3.646e-29"
"2.448e+02,1.075e-28"
"2.448e+02,3.046e-28"
"2.448e+02,8.299e-28"
"2.449e+02,2.173e-27"
"2.449e+02,5.473e-27"
"2.449e+02,1.325e-26"
"2.449e+02,3.085e-26"
"2.449e+02,6.911e-26"
"2.450e+02,1.489e-25"
"2.450e+02,3.087e-25"
"2.450e+02,6.160e-25"
"2.450e+02,1.183e-24"
"2.450e+02,2.189e-24"
"2.451e+02,3.900e-24"
"2.451e+02,6.696e-24"
"2.451e+02,1.108e-23"
"2.451e+02,1.769e-23"
"2.451e+02,2.725e-23"
"2.452e+02,4.053e-23"
"2.452e+02,5.824e-23"
"2.452e+02,8.093e-23"
"2.452e+02,1.089e-22"
"2.452e+02,1.419e-22"
"2.453e+02,1.794e-22"
"2.453e+02,2.204e-22"
"2.453e+02,2.634e-22"
"2.453e+02,3.069e-22"
"2.453e+02,3.492e-22"
"2.454e+02,3.888e-22"
"2.454e+02,4.248e-22"
"2.454e+02,4.563e-22"
"2.454e+02,4.832e-22"
"2.454e+02,5.055e-22"
"2.455e+02,5.238e-22"
"2.455e+02,5.387e-22"
"2.455e+02,5.509e-22"
"2.455e+02,5.611e-22"
"2.455e+02,5.699e-22"
"2.456e+02,5.777e-22"
"2.456e+02,5.849e-22"
"2.456e+02,5.918e-22"
"2.456e+02,5.986e-22"
"2.456e+02,6.053e-22"
"2.457e+02,6.121e-22"
"2.457e+02,6.189e-22"
"2.457e+02,6.258e-22"
"2.457e+02,6.329e-22"
"2.457e+02,6.400e-22"
"2.458e+02,6.473e-22"
"2.458e+02,6.547e-22"
"2.458e+02,6.622e-22"
"2.458e+02,6.698e-22"
"2.458e+02,6.776e-22"
"2.459e+02,6.855e-22"
"2.459e+02,6.936e-22"
"2.459e+02,7.018e-22"
"2.459e+02,7.101e-22"
"2.459e+02,7.186e-22"
"2.460e+02,7.273e-22"
"2.460e+02,7.361e-22"
"2.460e+02,7.451e-22"
"2.460e+02,7.542e-22"
"2.460e+02,7.635e-22"
"2.461e+02,7.730e-22"
"2.461e+02,7.827e-22"
"2.461e+02,7.925e-22"
"2.461e+02,8.025e-22"
"2.461e+02,8.128e-22"
"2.462e+02,8.232e-22"
"2.462e+02,8.338e-22"
"2.462e+02,8.447e-22"
"2.462e+02,8.557e-22"
"2.462e+02,8.670e-22"
"2.463e+02,8.785e-22"
"2.463e+02,8.902e-22"
"2.463e+02,9.022e-22"
"2.463e+02,9.144e-22"
"2.463e+02,9.269e-22"
"2.464e+02,9.396e-22"
"2.464e+02,9.526e-22"
"2.464e+02,9.658e-22"
"2.464e+02,9.794e-22"
"2.464e+02,9.932e-22"
"2.465e+02,1.007e-21"
"2.465e+02,1.022e-21"
"2.465e+02,1.036e-21"
"2.465e+02,1.052e-21"
"2.465e+02,1.067e-21"
"2.466e+02,1.083e-21"
"2.466e+02,1.099e-21"
"2.466e+02,1.115e-21"
"2.466e+02,1.132e-21"
"2.466e+02,1.150e-21"
"2.467e+02,1.167e-21"
"2.467e+02,1.185e-21"
"2.467e+02,1.204e-21"
"2.467e+02,1.223e-21"
"2.467e+02,1.242e-21"
"2.468e+02,1.262e-21"
"2.468e+02,1.282e-21"
"2.468e+02,1.303e-21"
"2.468e+02,1.324e-21"
"2.468e+02,1.346e-21"
"2.469e+02,1.368e-21"
"2.469e+02,1.391e-21"
"2.469e+02,1.414e-21"
"2.469e+02,1.438e-21"
"2.469e+02,1.462e-21"
"2.470e+02,1.488e-21"
"2.470e+02,1.513e-21"
"2.470e+02,1.540e-21"
"2.470e+02,1.567e-21"
"2.470e+02,1.595e-21"
"2.471e+02,1.624e-21"
"2.471e+02,1.654e-21"
"2.471e+02,1.684e-21"
"2.471e+02,1.715e-21"
"2.471e+02,1.747e-21"
"2.472e+02,1.780e-21"
"2.472e+02,1.814e-21"
"2.472e+02,1.849e-21"
"2.472e+02,1.885e-21"
"2.472e+02,1.922e-21"
"2.473e+02,1.960e-21"
"2.473e+02,1.999e-21"
"2.473e+02,2.039e-21"
"2.473e+02,2.081e-21"
"2.473e+02,2.124e-21"
"2.474e+02,2.168e-21"
"2.474e+02,2.214e-21"
"2.474e+02,2.261e-21"
"2.474e+02,2.310e-21"
"2.474e+02,2.360e-21"
"2.475e+02,2.412e-21"
"2.475e+02,2.466e-21"
"2.475e+02,2.522e-21"
"2.475e+02,2.579e-21"
"2.475e+02,2.639e-21"
"2.476e+02,2.701e-21"
"2.476e+02,2.764e-21"
"2.476e+02,2.831e-21"
"2.476e+02,2.899e-21"
"2.476e+02,2.970e-21"
"2.477e+02,3.044e-21"
"2.477e+02,3.120e-21"
"2.477e+02,3.199e-21"
"2.477e+02,3.281e-21"
"2.477e+02,3.367e-21"
"2.478e+02,3.456e-21"
"2.478e+02,3.548e-21"
"2.478e+02,3.644e-21"
"2.478e+02,3.745e-21"
"2.478e+02,3.849e-21"
"2.479e+02,3.958e-21"
"2.479e+02,4.072e-21"
"2.479e+02,4.190e-21"
"2.479e+02,4.314e-21"
"2.479e+02,4.443e-21"
"2.480e+02,4.579e-21"
"2.480e+02,4.721e-21"
"2.480e+02,4.869e-21"
"2.480e+02,5.025e-21"
"2.480e+02,5.188e-21"
"2.481e+02,5.359e-21"
"2.481e+02,5.539e-21"
"2.481e+02,5.728e-21"
"2.481e+02,5.928e-21"
"2.481e+02,6.138e-21"
"2.482e+02,6.359e-21"
"2.482e+02,6.593e-21"
"2.482e+02,6.839e-21"
"2.482e+02,7.101e-21"
"2.482e+02,7.377e-21"
"2.483e+02,7.670e-21"
"2.483e+02,7.981e-21"
"2.483e+02,8.312e-21"
"2.483e+02,8.664e-21"
"2.483e+02,9.038e-21"
"2.484e+02,9.438e-21"
"2.484e+02,9.866e-21"
"2.484e+02,1.032e-20"
"2.484e+02,1.081e-20"
"2.484e+02,1.134e-20"
"2.485e+02,1.191e-20"
"2.485e+02,1.252e-20"
"2.485e+02,1.318e-20"
"2.485e+02,1.389e-20"
"2.485e+02,1.467e-20"
"2.486e+02,1.551e-20"
"2.486e+02,1.643e-20"
"2.486e+02,1.744e-20"
"2.486e+02,1.854e-20"
"2.486e+02,1.975e-20"
"2.487e+02,2.109e-20"
"2.487e+02,2.258e-20"
"2.487e+02,2.424e-20"
"2.487e+02,2.608e-20"
"2.487e+02,2.816e-20"
"2.488e+02,3.051e-20"
"2.488e+02,3.318e-20"
"2.488e+02,3.624e-20"
"2.488e+02,3.976e-20"
"2.488e+02,4.386e-20"
"2.489e+02,4.867e-20"
"2.489e+02,5.438e-20"
"2.489e+02,6.122e-20"
"2.489e+02,6.951e-20"
"2.489e+02,7.965e-20"
"2.490e+02,9.218e-20"
"2.490e+02,1.078e-19"
"2.490e+02,1.272e-19"
"2.490e+02,1.514e-19"
"2.490e+02,1.813e-19"
"2.491e+02,2.181e-19"
"2.491e+02,2.626e-19"
"2.491e+02,3.154e-19"
"2.491e+02,3.764e-19"
"2.491e+02,4.451e-19"
"2.492e+02,5.197e-19"
"2.492e+02,5.975e-19"
"2.492e+02,6.750e-19"
"2.492e+02,7.476e-19"
"2.492e+02,8.107e-19"
"2.493e+02,8.598e-19"
"2.493e+02,8.909e-19"
"2.493e+02,9.015e-19"
"2.493e+02,8.909e-19"
"2.493e+02,8.598e-19"
"2.494e+02,8.107e-19"
"2.494e+02,7.476e-19"
"2.494e+02,6.750e-19"
"2.494e+02,5.975e-19"
"2.494e+02,5.197e-19"
"2.495e+02,4.451e-19"
"2.495e+02,3.764e-19"
"2.495e+02,3.154e-19"
"2.495e+02,2.626e-19"
"2.495e+02,2.181e-19"
"2.496e+02,1.814e-19"
"2.496e+02,1.514e-19"
"2.496e+02,1.272e-19"
"2.496e+02,1.079e-19"
"2.496e+02,9.263e-20"
"2.497e+02,8.159e-20"
"2.497e+02,7.792e-20"
"2.497e+02,9.660e-20"
"2.497e+02,1.978e-19"
"2.497e+02,6.078e-19"
"2.498e+02,2.138e-18"
"2.498e+02,7.575e-18"
"2.498e+02,2.609e-17"
"2.498e+02,8.659e-17"
"2.498e+02,2.763e-16"
"2.499e+02,8.477e-16"
"2.499e+02,2.500e-15"
"2.499e+02,7.084e-15"
"2.499e+02,1.930e-14"
"2.499e+02,5.054e-14"
"2.500e+02,1.273e-13"
"2.500e+02,3.081e-13"
"2.500e+02,7.174e-13"
"2.500e+02,1.607e-12"
"2.500e+02,3.462e-12"
"2.501e+02,7.178e-12"
"2.501e+02,1.432e-11"
"2.501e+02,2.752e-11"
"2.501e+02,5.090e-11"
"2.501e+02,9.069e-11"
"2.502e+02,1.557e-10"
"2.502e+02,2.577e-10"
"2.502e+02,4.113e-10"
"2.502e+02,6.336e-10"
"2.502e+02,9.423e-10"
"2.503e+02,1.354e-09"
"2.503e+02,1.882e-09"
"2.503e+02,2.531e-09"
"2.503e+02,3.299e-09"
"2.503e+02,4.171e-09"
"2.504e+02,5.124e-09"
"2.504e+02,6.125e-09"
"2.504e+02,7.135e-09"
"2.504e+02,8.119e-09"
"2.504e+02,9.041e-09"
"2.505e+02,9.877e-09"
"2.505e+02,1.061e-08"
"2.505e+02,1.123e-08"
"2.505e+02,1.175e-08"
"2.505e+02,1.218e-08"
"2.506e+02,1.253e-08"
"2.506e+02,1.281e-08"
"2.506e+02,1.305e-08"
"2.506e+02,1.325e-08"
"2.506e+02,1.343e-08"
"2.507e+02,1.360e-08"
"2.507e+02,1.376e-08"
"2.507e+02,1.392e-08"
"2.507e+02,1.407e-08"
"2.507e+02,1.423e-08"
"2.508e+02,1.439e-08"
"2.508e+02,1.455e-08"
"2.508e+02,1.472e-08"
"2.508e+02,1.488e-08"
"2.508e+02,1.505e-08"
"2.509e+02,1.522e-08"
"2.509e+02,1.540e-08"
"2.509e+02,1.558e-08"
"2.509e+02,1.576e-08"
"2.509e+02,1.594e-08"
"2.510e+02,1.613e-08"
"2.510e+02,1.632e-08"
"2.510e+02,1.651e-08"
"2.510e+02,1.671e-08"
"2.510e+02,1.691e-08"
"2.511e+02,1.712e-08"
"2.511e+02,1.732e-08"
"2.511e+02,1.754e-08"
"2.511e+02,1.775e-08"
"2.511e+02,1.797e-08"
"2.512e+02,1.820e-08"
"2.512e+02,1.843e-08"
"2.512e+02,1.866e-08"
"2.512e+02,1.890e-08"
"2.512e+02,1.914e-08"
"2.513e+02,1.939e-08"
"2.513e+02,1.964e-08"
"2.513e+02,1.989e-08"
"2.513e+02,2.016e-08"
"2.513e+02,2.042e-08"
"2.514e+02,2.069e-08"
"2.514e+02,2.097e-08"
"2.514e+02,2.126e-08"
"2.514e+02,2.154e-08"
"2.514e+02,2.184e-08"
"2.515e+02,2.214e-08"
"2.515e+02,2.245e-08"
"2.515e+02,2.276e-08"
"2.515e+02,2.308e-08"
"2.515e+02,2.341e-08"
"2.516e+02,2.374e-08"
"2.516e+02,2.409e-08"
"2.516e+02,2.443e-08"
"2.516e+02,2.479e-08"
"2.516e+02,2.516e-08"
"2.517e+02,2.553e-08"
"2.517e+02,2.591e-08"
"2.517e+02,2.630e-08"
"2.517e+02,2.670e-08"
"2.517e+02,2.710e-08"
"2.518e+02,2.752e-08"
"2.518e+02,2.795e-08"
"2.518e+02,2.838e-08"
"2.518e+02,2.883e-08"
"2.518e+02,2.929e-08"
"2.519e+02,2.976e-08"
"2.519e+02,3.024e-08"
"2.519e+02,3.073e-08"
"2.519e+02,3.123e-08"
"2.519e+02,3.175e-08"
"2.520e+02,3.228e-08"
"2.520e+02,3.282e-08"
"2.520e+02,3.338e-08"
"2.520e+02,3.395e-08"
"2.520e+02,3.453e-08"
"2.521e+02,3.513e-08"
"2.521e+02,3.575e-08"
"2.521e+02,3.638e-08"
"2.521e+02,3.703e-08"
"2.521e+02,3.770e-08"
"2.522e+02,3.839e-08"
"2.522e+02,3.909e-08"
"2.522e+02,3.982e-08"
"2.522e+02,4.056e-08"
"2.522e+02,4.133e-08"
"2.523e+02,4.211e-08"
"2.523e+02,4.292e-08"
"2.523e+02,4.376e-08"
"2.523e+02,4.462e-08"
"2.523e+02,4.550e-08"
"2.524e+02,4.641e-08"
"2.524e+02,4.735e-08"
"2.524e+02,4.832e-08"
"2.524e+02,4.932e-08"
"2.524e+02,5.034e-08"
"2.525e+02,5.141e-08"
"2.525e+02,5.250e-08"
"2.525e+02,5.363e-08"
"2.525e+02,5.480e-08"
"2.525e+02,5.601e-08"
"2.526e+02,5.725e-08"
"2.526e+02,5.854e-08"
"2.526e+02,5.988e-08"
"2.526e+02,6.126e-08"
"2.526e+02,6.268e-08"
"2.527e+02,6.416e-08"
"2.527e+02,6.569e-08"
"2.527e+02,6.728e-08"
"2.527e+02,6.893e-08"
"2.527e+02,7.063e-08"
"2.528e+02,7.241e-08"
"2.528e+02,7.425e-08"
"2.528e+02,7.616e-08"
"2.528e+02,7.814e-08"
"2.528e+02,8.021e-08"
"2.529e+02,8.235e-08"
"2.529e+02,8.459e-08"
"2.529e+02,8.692e-08"
"2.529e+02,8.934e-08"
"2.529e+02,9.187e-08"
"2.530e+02,9.451e-08"
"2.530e+02,9.727e-08"
"2.530e+02,1.001e-07"
"2.530e+02,1.032e-07"
"2.530e+02,1.063e-07"
"2.531e+02,1.096e-07"
"2.531e+02,1.130e-07"
"2.531e+02,1.167e-07"
"2.531e+02,1.204e-07"
"2.531e+02,1.244e-07"
"2.532e+02,1.286e-07"
"2.532e+02,1.330e-07"
"2.532e+02,1.376e-07"
"2.532e+02,1.425e-07"
"2.532e+02,1.477e-07"
"2.533e+02,1.531e-07"
"2.533e+02,1.588e-07"
"2.533e+02,1.649e-07"
"2.533e+02,1.713e-07"
"2.533e+02,1.781e-07"
"2.534e+02,1.854e-07"
"2.534e+02,1.930e-07"
"2.534e+02,2.012e-07"
"2.534e+02,2.099e-07"
"2.534e+02,2.192e-07"
"2.535e+02,2.292e-07"
"2.535e+02,2.398e-07"
"2.535e+02,2.512e-07"
"2.535e+02,2.634e-07"
"2.535e+02,2.766e-07"
"2.536e+02,2.908e-07"
"2.536e+02,3.062e-07"
"2.536e+02,3.228e-07"
"2.536e+02,3.408e-07"
"2.536e+02,3.604e-07"
"2.537e+02,3.818e-07"
"2.537e+02,4.051e-07"
"2.537e+02,4.308e-07"
"2.537e+02,4.590e-07"
"2.537e+02,4.902e-07"
"2.538e+02,5.247e-07"
"2.538e+02,5.632e-07"
"2.538e+02,6.062e-07"
"2.538e+02,6.545e-07"
"2.538e+02,7.091e-07"
"2.539e+02,7.712e-07"
"2.539e+02,8.422e-07"
"2.539e+02,9.241e-07"
"2.539e+02,1.019e-06"
"2.539e+02,1.131e-06"
"2.540e+02,1.264e-06"
"2.540e+02,1.423e-06"
"2.540e+02,1.616e-06"
"2.540e+02,1.852e-06"
"2.540e+02,2.143e-06"
"2.541e+02,2.505e-06"
"2.541e+02,2.956e-06"
"2.541e+02,3.519e-06"
"2.541e+02,4.216e-06"
"2.541e+02,5.071e-06"
"2.542e+02,6.106e-06"
"2.542e+02,7.332e-06"
"2.542e+02,8.752e-06"
"2.542e+02,1.035e-05"
"2.542e+02,1.208e-05"
"2.543e+02,1.389e-05"
"2.543e+02,1.569e-05"
"2.543e+02,1.738e-05"
"2.543e+02,1.885e-05"
"2.543e+02,1.999e-05"
"2.544e+02,2.071e-05"
"2.544e+02,2.096e-05"
"2.544e+02,2.071e-05"
"2.544e+02,1.999e-05"
"2.544e+02,1.885e-05"
"2.545e+02,1.738e-05"
"2.545e+02,1.569e-05"
"2.545e+02,1.389e-05"
"2.545e+02,1.208e-05"
"2.545e+02,1.035e-05"
"2.546e+02,8.752e-06"
"2.546e+02,7.332e-06"
"2.546e+02,6.106e-06"
"2.546e+02,5.071e-06"
"2.546e+02,4.216e-06"
"2.547e+02,3.519e-06"
"2.547e+02,2.956e-06"
"2.547e+02,2.505e-06"
"2.547e+02,2.143e-06"
"2.547e+02,1.852e-06"
"2.548e+02,1.616e-06"
"2.548e+02,1.423e-06"
"2.548e+02,1.264e-06"
"2.548e+02,1.131e-06"
"2.548e+02,1.019e-06"
"2.549e+02,9.241e-07"
"2.549e+02,8.422e-07"
"2.549e+02,7.712e-07"
"2.549e+02,7.091e-07"
"2.549e+02,6.545e-07"
"2.550e+02,6.062e-07"
"2.550e+02,5.632e-07"
"2.550e+02,5.247e-07"
"2.550e+02,4.902e-07"
"2.550e+02,4.590e-07"
"2.551e+02,4.308e-07"
"2.551e+02,4.052e-07"
"2.551e+02,3.818e-07"
"2.551e+02,3.605e-07"
"2.551e+02,3.410e-07"
"2.552e+02,3.231e-07"
"2.552e+02,3.067e-07"
"2.552e+02,2.916e-07"
"2.552e+02,2.779e-07"
"2.552e+02,2.653e-07"
"2.553e+02,2.539e-07"
"2.553e+02,2.436e-07"
"2.553e+02,2.342e-07"
"2.553e+02,2.258e-07"
"2.553e+02,2.183e-07"
"2.554e+02,2.115e-07"
"2.554e+02,2.053e-07"
"2.554e+02,1.996e-07"
"2.554e+02,1.944e-07"
"2.554e+02,1.894e-07"
"2.555e+02,1.846e-07"
"2.555e+02,1.800e-07"
"2.555e+02,1.755e-07"
"2.555e+02,1.711e-07"
"2.555e+02,1.668e-07"
"2.556e+02,1.627e-07"
"2.556e+02,1.586e-07"
"2.556e+02,1.547e-07"
"2.556e+02,1.509e-07"
"2.556e+02,1.473e-07"
"2.557e+02,1.438e-07"
"2.557e+02,1.405e-07"
"2.557e+02,1.374e-07"
"2.557e+02,1.344e-07"
"2.557e+02,1.316e-07"
"2.558e+02,1.289e-07"
"2.558e+02,1.263e-07"
"2.558e+02,1.239e-07"
"2.558e+02,1.216e-07"
"2.558e+02,1.194e-07"
"2.559e+02,1.173e-07"
"2.559e+02,1.153e-07"
"2.559e+02,1.135e-07"
"2.559e+02,1.117e-07"
"2.559e+02,1.100e-07"
"2.560e+02,1.084e-07"
"2.560e+02,1.068e-07"
"2.560e+02,1.054e-07"
"2.560e+02,1.040e-07"
"2.560e+02,1.027e-07"
"2.561e+02,1.015e-07"
"2.561e+02,1.003e-07"
"2.561e+02,9.919e-08"
"2.561e+02,9.814e-08"
"2.561e+02,9.716e-08"
"2.562e+02,9.623e-08"
"2.562e+02,9.535e-08"
"2.562e+02,9.453e-08"
"2.562e+02,9.375e-08"
"2.562e+02,9.303e-08"
"2.563e+02,9.235e-08"
"2.563e+02,9.173e-08"
"2.563e+02,9.114e-08"
"2.563e+02,9.060e-08"
"2.563e+02,9.011e-08"
"2.564e+02,8.965e-08"
"2.564e+02,8.924e-08"
"2.564e+02,8.887e-08"
"2.564e+02,8.854e-08"
"2.564e+02,8.824e-08"
"2.565e+02,8.798e-08"
"2.565e+02,8.776e-08"
"2.565e+02,8.758e-08"
"2.565e+02,8.743e-08"
"2.565e+02,8.732e-08"
"2.566e+02,8.724e-08"
"2.566e+02,8.720e-08"
"2.566e+02,8.719e-08"
"2.566e+02,8.722e-08"
"2.566e+02,8.728e-08"
"2.567e+02,8.737e-08"
"2.567e+02,8.750e-08"
"2.567e+02,8.766e-08"
"2.567e+02,8.786e-08"
"2.567e+02,8.809e-08"
"2.568e+02,8.835e-08"
"2.568e+02,8.864e-08"
"2.568e+02,8.897e-08"
"2.568e+02,8.934e-08"
"2.568e+02,8.973e-08"
"2.569e+02,9.017e-08"
"2.569e+02,9.063e-08"
"2.569e+02,9.113e-08"
"2.569e+02,9.167e-08"
"2.569e+02,9.225e-08"
"2.570e+02,9.286e-08"
"2.570e+02,9.350e-08"
"2.570e+02,9.419e-08"
"2.570e+02,9.491e-08"
"2.570e+02,9.567e-08"
"2.571e+02,9.647e-08"
"2.571e+02,9.732e-08"
"2.571e+02,9.820e-08"
"2.571e+02,9.913e-08"
"2.571e+02,1.001e-07"
"2.572e+02,1.011e-07"
"2.572e+02,1.022e-07"
"2.572e+02,1.033e-07"
"2.572e+02,1.044e-07"
"2.572e+02,1.056e-07"
"2.573e+02,1.069e-07"
"2.573e+02,1.082e-07"
"2.573e+02,1.095e-07"
"2.573e+02,1.110e-07"
"2.573e+02,1.124e-07"
"2.574e+02,1.140e-07"
"2.574e+02,1.156e-07"
"2.574e+02,1.172e-07"
"2.574e+02,1.189e-07"
"2.574e+02,1.207e-07"
"2.575e+02,1.226e-07"
"2.575e+02,1.245e-07"
"2.575e+02,1.265e-07"
"2.575e+02,1.286e-07"
"2.575e+02,1.308e-07"
"2.576e+02,1.330e-07"
"2.576e+02,1.354e-07"
"2.576e+02,1.378e-07"
"2.576e+02,1.403e-07"
"2.576e+02,1.430e-07"
"2.577e+02,1.457e-07"
"2.577e+02,1.485e-07"
"2.577e+02,1.515e-07"
"2.577e+02,1.546e-07"
"2.577e+02,1.578e-07"
"2.578e+02,1.611e-07"
"2.578e+02,1.646e-07"
"2.578e+02,1.682e-07"
"2.578e+02,1.720e-07"
"2.578e+02,1.760e-07"
"2.579e+02,1.801e-07"
"2.579e+02,1.844e-07"
"2.579e+02,1.888e-07"
"2.579e+02,1.935e-07"
"2.579e+02,1.984e-07"
"2.580e+02,2.035e-07"
"2.580e+02,2.088e-07"
"2.580e+02,2.144e-07"
"2.580e+02,2.203e-07"
"2.580e+02,2.264e-07"
"2.581e+02,2.328e-07"
"2.581e+02,2.395e-07"
"2.581e+02,2.466e-07"
"2.581e+02,2.540e-07"
"2.581e+02,2.618e-07"
"2.582e+02,2.699e-07"
"2.582e+02,2.785e-07"
"2.582e+02,2.875e-07"
"2.582e+02,2.968e-07"
"2.582e+02,3.067e-07"
"2.583e+02,3.170e-07"
"2.583e+02,3.279e-07"
"2.583e+02,3.392e-07"
"2.583e+02,3.512e-07"
"2.583e+02,3.639e-07"
"2.584e+02,3.774e-07"
"2.584e+02,3.917e-07"
"2.584e+02,4.070e-07"
"2.584e+02,4.235e-07"
"2.584e+02,4.412e-07"
"2.585e+02,4.603e-07"
"2.585e+02,4.809e-07"
"2.585e+02,5.031e-07"
"2.585e+02,5.271e-07"
"2.585e+02,5.531e-07"
"2.586e+02,5.813e-07"
"2.586e+02,6.118e-07"
"2.586e+02,6.449e-07"
"2.586e+02,6.808e-07"
"2.586e+02,7.199e-07"
"2.587e+02,7.626e-07"
"2.587e+02,8.093e-07"
"2.587e+02,8.605e-07"
"2.587e+02,9.169e-07"
"2.587e+02,9.791e-07"
"2.588e+02,1.048e-06"
"2.588e+02,1.125e-06"
"2.588e+02,1.211e-06"
"2.588e+02,1.307e-06"
"2.588e+02,1.416e-06"
"2.589e+02,1.540e-06"
"2.589e+02,1.682e-06"
"2.589e+02,1.846e-06"
"2.589e+02,2.036e-06"
"2.589e+02,2.260e-06"
"2.590e+02,2.525e-06"
"2.590e+02,2.842e-06"
"2.590e+02,3.227e-06"
"2.590e+02,3.699e-06"
"2.590e+02,4.280e-06"
"2.591e+02,5.004e-06"
"2.591e+02,5.905e-06"
"2.591e+02,7.029e-06"
"2.591e+02,8.421e-06"
"2.591e+02,1.013e-05"
"2.592e+02,1.220e-05"
"2.592e+02,1.465e-05"
"2.592e+02,1.748e-05"
"2.592e+02,2.067e-05"
"2.592e+02,2.413e-05"
"2.593e+02,2.775e-05"
"2.593e+02,3.135e-05"
"2.593e+02,3.472e-05"
"2.593e+02,3.765e-05"
"2.593e+02,3.993e-05"
"2.594e+02,4.137e-05"
"2.594e+02,4.187e-05"
"2.594e+02,4.137e-05"
"2.594e+02,3.993e-05"
"2.594e+02,3.765e-05"
"2.595e+02,3.472e-05"
"2.595e+02,3.135e-05"
"2.595e+02,2.775e-05"
"2.595e+02,2.413e-05"
"2.595e+02,2.067e-05"
"2.596e+02,1.748e-05"
"2.596e+02,1.465e-05"
"2.596e+02,1.220e-05"
"2.596e+02,1.013e-05"
"2.596e+02,8.421e-06"
"2.597e+02,7.029e-06"
"2.597e+02,5.905e-06"
"2.597e+02,5.004e-06"
"2.597e+02,4.280e-06"
"2.597e+02,3.699e-06"
"2.598e+02,3.227e-06"
"2.598e+02,2.842e-06"
"2.598e+02,2.525e-06"
"2.598e+02,2.260e-06"
"2.598e+02,2.036e-06"
"2.599e+02,1.846e-06"
"2.599e+02,1.682e-06"
"2.599e+02,1.540e-06"
"2.599e+02,1.416e-06"
"2.599e+02,1.307e-06"
"2.600e+02,1.211e-06"
"2.600e+02,1.125e-06"
"2.600e+02,1.048e-06"
"2.600e+02,9.791e-07"
"2.600e+02,9.169e-07"
"2.601e+02,8.605e-07"
"2.601e+02,8.093e-07"
"2.601e+02,7.626e-07"
"2.601e+02,7.199e-07"
"2.601e+02,6.807e-07"
"2.602e+02,6.447e-07"
"2.602e+02,6.115e-07"
"2.602e+02,5.809e-07"
"2.602e+02,5.525e-07"
"2.602e+02,5.262e-07"
"2.603e+02,5.017e-07"
"2.603e+02,4.790e-07"
"2.603e+02,4.577e-07"
"2.603e+02,4.379e-07"
"2.603e+02,4.193e-07"
"2.604e+02,4.019e-07"
"2.604e+02,3.856e-07"
"2.604e+02,3.702e-07"
"2.604e+02,3.558e-07"
"2.604e+02,3.422e-07"
"2.605e+02,3.294e-07"
"2.605e+02,3.172e-07"
"2.605e+02,3.058e-07"
"2.605e+02,2.949e-07"
"2.605e+02,2.847e-07"
"2.606e+02,2.749e-07"
"2.606e+02,2.657e-07"
"2.606e+02,2.569e-07"
"2.606e+02,2.485e-07"
"2.606e+02,2.406e-07"
"2.607e+02,2.330e-07"
"2.607e+02,2.258e-07"
"2.607e+02,2.189e-07"
"2.607e+02,2.123e-07"
"2.607e+02,2.060e-07"
"2.608e+02,2.000e-07"
"2.608e+02,1.943e-07"
"2.608e+02,1.888e-07"
"2.608e+02,1.835e-07"
"2.608e+02,1.785e-07"
"2.609e+02,1.736e-07"
"2.609e+02,1.690e-07"
"2.609e+02,1.645e-07"
"2.609e+02,1.602e-07"
"2.609e+02,1.561e-07"
"2.610e+02,1.521e-07"
"2.610e+02,1.483e-07"
"2.610e+02,1.446e-07"
"2.610e+02,1.411e-07"
"2.610e+02,1.377e-07"
"2.611e+02,1.344e-07"
"2.611e+02,1.312e-07"
"2.611e+02,1.282e-07"
"2.611e+02,1.252e-07"
"2.611e+02,1.224e-07"
"2.612e+02,1.196e-07"
"2.612e+02,1.169e-07"
"2.612e+02,1.144e-07"
"2.612e+02,1.119e-07"
"2.612e+02,1.095e-07"
"2.613e+02,1.071e-07"
"2.613e+02,1.049e-07"
"2.613e+02,1.027e-07"
"2.613e+02,1.006e-07"
"2.613e+02,9.850e-08"
"2.614e+02,9.651e-08"
"2.614e+02,9.458e-08"
"2.614e+02,9.270e-08"
"2.614e+02,9.088e-08"
"2.614e+02,8.912e-08"
"2.615e+02,8.740e-08"
"2.615e+02,8.574e-08"
"2.615e+02,8.412e-08"
"2.615e+02,8.254e-08"
"2.615e+02,8.101e-08"
"2.616e+02,7.953e-08"
"2.616e+02,7.808e-08"
"2.616e+02,7.667e-08"
"2.616e+02,7.530e-08"
"2.616e+02,7.397e-08"
"2.617e+02,7.267e-08"
